Student_ID,Age,Gender,Overall_Performance_Percentage,Homework_Completion,Family_Income,Distance_to_School_km,Health_Issues,Bullying_Experience,Teacher_Feedback,Fees_Status,Sibling_Count,Dropout_Status
S05472,12,Female,46,75,Low,19.4,No,No,Good,Unpaid,2,Not Dropout
S05473,11,Male,85,74,Medium,15.5,Yes,No,Average,Paid,0,Not Dropout
S05474,15,Male,91,90,Medium,13.6,Yes,No,Poor,Paid,0,Not Dropout
S05475,13,Female,47,57,Medium,0.9,No,Yes,Good,Paid,5,Not Dropout
S05476,18,Female,41,30,Low,11.7,Yes,No,Average,Paid,1,Dropout
S05477,13,Male,95,97,High,6.0,No,Yes,Good,Unpaid,0,Not Dropout
S05478,13,Male,75,72,High,7.1,No,Yes,Average,Paid,1,Not Dropout
S05479,11,Female,90,57,Medium,8.7,Yes,Yes,Good,Paid,3,Not Dropout
S05480,18,Male,34,95,Medium,15.1,No,Yes,Poor,Paid,2,Not Dropout
S05481,13,Male,33,24,Low,11.0,Yes,Yes,Good,Paid,1,Dropout
S05482,11,Female,48,31,Medium,12.2,No,No,Average,Paid,3,Not Dropout
S05483,16,Female,36,27,High,10.3,No,Yes,Average,Paid,3,Not Dropout
S05484,13,Male,95,37,Low,16.6,No,No,Average,Paid,5,Not Dropout
S05485,18,Male,51,35,Low,0.8,No,No,Poor,Paid,1,Not Dropout
S05486,14,Female,81,91,High,19.1,No,No,Good,Paid,3,Not Dropout
S05487,16,Female,61,24,Low,17.3,Yes,Yes,Poor,Paid,5,Dropout
S05488,11,Female,40,96,Low,5.6,Yes,No,Good,Paid,1,Not Dropout
S05489,12,Female,63,68,Low,18.3,Yes,No,Average,Paid,1,Not Dropout
S05490,13,Female,72,60,Medium,9.3,No,Yes,Poor,Paid,1,Not Dropout
S05491,12,Male,86,99,Low,10.2,Yes,Yes,Poor,Unpaid,3,Dropout
S05492,13,Female,73,86,Low,7.5,No,Yes,Poor,Unpaid,1,Dropout
S05493,17,Male,83,29,Low,2.0,No,No,Good,Paid,0,Not Dropout
S05494,13,Male,55,77,Low,2.6,No,No,Good,Unpaid,3,Not Dropout
S05495,12,Male,38,27,High,13.0,Yes,No,Good,Paid,2,Not Dropout
S05496,12,Female,55,53,Medium,17.5,Yes,Yes,Poor,Paid,1,Not Dropout
S05497,12,Male,51,90,High,8.5,Yes,No,Poor,Paid,3,Not Dropout
S05498,17,Male,70,93,Medium,19.2,Yes,No,Good,Paid,0,Not Dropout
S05499,13,Female,49,54,Low,4.8,No,Yes,Average,Paid,5,Not Dropout
S05500,14,Female,30,63,High,4.5,No,Yes,Average,Unpaid,0,Not Dropout
S05501,12,Male,86,84,Medium,15.2,No,Yes,Poor,Unpaid,3,Not Dropout
S05502,17,Male,48,41,Low,9.2,Yes,Yes,Average,Paid,2,Dropout
S05503,18,Male,51,74,High,4.8,Yes,Yes,Average,Unpaid,5,Dropout
S05504,16,Female,42,47,Medium,11.7,No,No,Poor,Paid,0,Not Dropout
S05505,15,Female,98,27,High,16.1,No,No,Poor,Paid,3,Not Dropout
S05506,17,Female,43,20,Low,6.7,No,No,Good,Paid,5,Dropout
S05507,18,Female,39,34,High,18.7,Yes,Yes,Poor,Paid,0,Dropout
S05508,11,Male,45,57,Medium,16.1,No,Yes,Average,Overdue (3+ Months),2,Not Dropout
S05509,12,Female,67,22,High,12.8,No,No,Good,Paid,5,Not Dropout
S05510,12,Male,68,85,Low,16.6,Yes,No,Good,Paid,0,Not Dropout
S05511,13,Male,71,69,Low,17.2,No,Yes,Good,Paid,4,Not Dropout
S05512,11,Female,57,54,High,7.2,No,No,Average,Overdue (3+ Months),2,Not Dropout
S05513,18,Female,58,79,High,13.2,Yes,Yes,Poor,Overdue (3+ Months),2,Dropout
S05514,12,Female,42,74,Medium,12.8,Yes,No,Poor,Unpaid,0,Dropout
S05515,18,Female,31,23,Medium,8.3,Yes,Yes,Poor,Paid,5,Dropout
S05516,14,Female,84,36,High,10.1,No,Yes,Good,Paid,4,Not Dropout
S05517,12,Male,86,71,High,3.1,Yes,No,Good,Unpaid,3,Not Dropout
S05518,16,Male,52,80,Low,17.3,Yes,Yes,Average,Overdue (3+ Months),2,Dropout
S05519,12,Male,87,97,High,16.5,Yes,No,Average,Paid,1,Not Dropout
S05520,14,Male,86,24,Medium,14.8,No,Yes,Good,Paid,2,Not Dropout
S05521,11,Male,30,24,Medium,7.6,No,Yes,Good,Overdue (3+ Months),4,Dropout
S05522,14,Female,49,78,Low,1.3,No,Yes,Average,Unpaid,1,Not Dropout
S05523,12,Male,66,32,Low,16.7,Yes,Yes,Average,Paid,0,Dropout
S05524,14,Female,49,75,Low,11.2,No,No,Average,Overdue (3+ Months),5,Not Dropout
S05525,12,Male,79,23,Medium,12.9,No,Yes,Average,Paid,2,Not Dropout
S05526,13,Female,44,78,High,5.6,No,No,Good,Paid,2,Not Dropout
S05527,11,Female,59,63,High,16.5,No,Yes,Good,Paid,4,Not Dropout
S05528,11,Female,64,20,Low,1.9,No,Yes,Good,Overdue (3+ Months),1,Dropout
S05529,13,Female,95,54,High,2.8,Yes,Yes,Good,Unpaid,5,Dropout
S05530,14,Male,49,90,High,17.7,No,No,Poor,Overdue (3+ Months),2,Not Dropout
S05531,12,Female,35,96,High,12.1,No,No,Poor,Unpaid,4,Dropout
S05532,11,Female,45,31,Low,18.4,Yes,No,Poor,Overdue (3+ Months),3,Dropout
S05533,13,Male,79,100,High,2.9,No,No,Average,Paid,4,Not Dropout
S05534,17,Male,78,88,Medium,7.0,Yes,Yes,Average,Overdue (3+ Months),2,Not Dropout
S05535,16,Female,79,96,Medium,4.1,Yes,Yes,Poor,Paid,5,Dropout
S05536,18,Male,98,25,High,13.5,No,Yes,Good,Paid,4,Not Dropout
S05537,12,Male,55,78,High,1.8,Yes,No,Poor,Paid,1,Not Dropout
S05538,12,Male,58,70,Medium,11.8,No,Yes,Good,Paid,1,Not Dropout
S05539,18,Male,62,70,High,10.8,No,Yes,Good,Unpaid,1,Not Dropout
S05540,15,Female,51,81,Medium,10.2,No,Yes,Poor,Unpaid,3,Not Dropout
S05541,12,Female,62,91,Low,11.9,No,Yes,Good,Unpaid,2,Not Dropout
S05542,14,Male,90,37,High,8.2,Yes,Yes,Good,Paid,4,Dropout
S05543,17,Male,67,36,High,17.0,No,No,Poor,Paid,4,Not Dropout
S05544,12,Female,43,87,Low,18.8,Yes,No,Poor,Paid,0,Dropout
S05545,15,Female,98,24,Medium,5.4,Yes,No,Average,Paid,2,Not Dropout
S05546,16,Male,98,75,Medium,5.1,Yes,Yes,Average,Paid,2,Not Dropout
S05547,15,Female,48,69,High,15.4,Yes,No,Poor,Paid,2,Not Dropout
S05548,14,Male,73,49,Medium,15.6,Yes,No,Good,Paid,2,Not Dropout
S05549,15,Female,79,61,Medium,8.3,Yes,No,Good,Paid,1,Not Dropout
S05550,11,Male,67,86,Medium,10.9,Yes,No,Poor,Paid,0,Not Dropout
S05551,15,Male,72,93,Medium,16.8,No,Yes,Average,Paid,3,Not Dropout
S05552,15,Female,63,34,Low,6.6,No,No,Average,Unpaid,4,Dropout
S05553,11,Female,60,70,Low,14.9,Yes,Yes,Good,Paid,5,Dropout
S05554,18,Male,67,61,High,12.6,No,Yes,Good,Unpaid,0,Not Dropout
S05555,14,Male,96,66,High,2.2,No,No,Good,Unpaid,4,Not Dropout
S05556,13,Male,38,62,High,18.9,No,Yes,Poor,Paid,0,Not Dropout
S05557,13,Female,69,98,Low,5.5,No,Yes,Good,Unpaid,5,Dropout
S05558,15,Female,64,22,Low,4.7,No,Yes,Good,Overdue (3+ Months),4,Dropout
S05559,15,Female,57,24,Low,8.0,Yes,No,Poor,Paid,2,Dropout
S05560,12,Female,73,43,Medium,7.9,No,No,Good,Paid,4,Not Dropout
S05561,16,Male,62,97,Low,6.4,Yes,No,Good,Paid,2,Not Dropout
S05562,17,Female,44,26,Low,6.2,Yes,No,Average,Unpaid,1,Dropout
S05563,11,Male,97,48,High,15.5,No,No,Average,Unpaid,3,Not Dropout
S05564,18,Male,69,41,Medium,10.6,Yes,Yes,Good,Paid,0,Not Dropout
S05565,12,Female,98,20,Low,3.8,No,Yes,Good,Paid,0,Not Dropout
S05566,13,Male,67,58,Low,2.7,Yes,No,Good,Unpaid,2,Not Dropout
S05567,17,Male,97,64,High,15.1,No,No,Average,Paid,2,Not Dropout
S05568,11,Female,84,67,Low,16.2,Yes,No,Average,Overdue (3+ Months),2,Not Dropout
S05569,14,Female,84,65,High,19.6,No,No,Average,Paid,3,Not Dropout
S05570,16,Male,71,85,High,14.0,Yes,No,Poor,Paid,3,Not Dropout
S05571,17,Male,49,39,Medium,9.4,No,No,Average,Unpaid,4,Not Dropout
S05572,15,Male,74,53,High,7.3,Yes,Yes,Good,Paid,4,Not Dropout
S05573,12,Female,72,70,Low,13.3,Yes,No,Average,Paid,3,Not Dropout
S05574,12,Male,38,71,High,11.8,No,No,Average,Paid,3,Not Dropout
S05575,16,Male,45,59,High,13.0,Yes,Yes,Poor,Paid,4,Dropout
S05576,15,Male,74,48,Low,19.2,No,No,Average,Paid,4,Not Dropout
S05577,15,Male,83,73,Medium,13.8,Yes,No,Good,Unpaid,1,Not Dropout
S05578,16,Male,65,77,High,5.5,Yes,No,Good,Paid,4,Not Dropout
S05579,17,Female,59,52,Medium,18.4,No,Yes,Good,Paid,2,Not Dropout
S05580,11,Female,68,90,Low,14.6,No,No,Average,Paid,2,Not Dropout
S05581,18,Female,84,99,Low,15.9,Yes,No,Average,Paid,3,Not Dropout
S05582,11,Male,68,44,High,4.1,Yes,Yes,Good,Paid,0,Not Dropout
S05583,11,Female,45,33,Low,5.4,No,Yes,Good,Paid,2,Not Dropout
S05584,13,Male,56,47,Low,5.2,No,No,Good,Paid,2,Not Dropout
S05585,11,Female,42,82,Medium,4.3,No,No,Good,Unpaid,4,Not Dropout
S05586,11,Female,87,47,Medium,13.8,No,No,Poor,Overdue (3+ Months),4,Dropout
S05587,13,Female,48,24,Low,17.9,Yes,No,Good,Paid,0,Not Dropout
S05588,15,Male,61,60,Medium,2.5,Yes,No,Poor,Paid,3,Not Dropout
S05589,16,Male,37,47,Medium,12.7,Yes,No,Average,Paid,2,Not Dropout
S05590,12,Male,31,38,High,6.7,Yes,No,Average,Paid,5,Dropout
S05591,11,Female,35,46,Medium,10.0,Yes,No,Average,Paid,5,Dropout
S05592,13,Female,86,45,High,14.9,No,Yes,Good,Unpaid,0,Not Dropout
S05593,11,Male,33,45,Medium,1.9,Yes,Yes,Average,Overdue (3+ Months),4,Dropout
S05594,17,Male,96,32,Low,6.0,No,No,Average,Paid,5,Not Dropout
S05595,17,Female,38,69,High,10.9,No,No,Average,Paid,1,Not Dropout
S05596,12,Female,93,86,Low,7.7,Yes,No,Poor,Unpaid,3,Dropout
S05597,14,Female,82,42,High,5.1,Yes,Yes,Average,Paid,2,Not Dropout
S05598,14,Male,34,49,Low,15.6,No,No,Average,Overdue (3+ Months),3,Dropout
S05599,17,Male,72,37,High,3.4,No,No,Average,Paid,4,Not Dropout
S05600,18,Female,98,95,Low,10.7,Yes,No,Good,Paid,5,Not Dropout
S05601,15,Male,82,77,Low,19.1,Yes,Yes,Poor,Paid,4,Dropout
S05602,17,Male,61,89,High,3.9,No,Yes,Poor,Paid,2,Not Dropout
S05603,18,Male,67,41,High,19.3,No,Yes,Average,Paid,0,Not Dropout
S05604,15,Female,74,61,High,17.2,No,No,Good,Unpaid,1,Not Dropout
S05605,15,Female,95,44,Medium,6.3,Yes,Yes,Good,Paid,3,Not Dropout
S05606,15,Male,81,31,Low,9.5,Yes,Yes,Good,Overdue (3+ Months),5,Dropout
S05607,14,Male,61,70,Medium,16.5,Yes,Yes,Good,Paid,1,Not Dropout
S05608,15,Female,58,37,Low,8.7,No,No,Good,Paid,0,Not Dropout
S05609,18,Male,72,82,High,18.7,No,No,Good,Paid,4,Not Dropout
S05610,16,Male,71,45,Medium,3.2,Yes,No,Average,Overdue (3+ Months),3,Not Dropout
S05611,15,Female,89,75,Low,3.3,No,No,Good,Overdue (3+ Months),4,Not Dropout
S05612,16,Male,73,66,Low,1.8,No,Yes,Average,Paid,1,Not Dropout
S05613,18,Female,32,41,Low,16.5,Yes,Yes,Average,Unpaid,3,Dropout
S05614,11,Male,41,85,High,12.2,Yes,No,Good,Paid,0,Not Dropout
S05615,17,Female,34,24,Medium,17.6,Yes,Yes,Poor,Paid,3,Dropout
S05616,13,Male,88,78,Low,9.2,No,Yes,Good,Paid,1,Not Dropout
S05617,16,Male,95,93,Low,4.5,No,Yes,Average,Paid,5,Not Dropout
S05618,18,Male,71,74,Medium,12.6,Yes,Yes,Poor,Overdue (3+ Months),2,Dropout
S05619,13,Female,30,65,Medium,7.5,Yes,No,Poor,Paid,2,Not Dropout
S05620,14,Female,70,48,Low,1.6,Yes,No,Average,Paid,4,Dropout
S05621,18,Male,34,82,Low,4.2,No,No,Average,Paid,1,Not Dropout
S05622,12,Male,61,86,Medium,1.1,No,Yes,Average,Overdue (3+ Months),1,Not Dropout
S05623,17,Female,64,63,High,4.7,No,No,Average,Paid,1,Not Dropout
S05624,17,Female,50,30,Low,1.8,Yes,Yes,Average,Paid,0,Dropout
S05625,14,Male,49,54,Medium,7.7,Yes,Yes,Average,Overdue (3+ Months),2,Not Dropout
S05626,11,Female,33,30,Low,4.6,No,Yes,Average,Unpaid,2,Dropout
S05627,17,Male,72,23,High,19.1,Yes,No,Good,Paid,0,Not Dropout
S05628,13,Male,33,58,Medium,1.9,No,Yes,Good,Paid,4,Not Dropout
S05629,17,Female,76,77,Low,9.3,No,No,Average,Unpaid,3,Not Dropout
S05630,12,Male,39,21,Medium,2.6,No,Yes,Good,Paid,4,Dropout
S05631,14,Male,32,57,High,14.7,No,Yes,Average,Paid,1,Not Dropout
S05632,15,Male,43,71,Medium,17.8,No,Yes,Poor,Paid,1,Not Dropout
S05633,12,Male,37,55,Medium,15.2,No,No,Average,Paid,5,Not Dropout
S05634,17,Male,92,59,High,9.6,No,Yes,Average,Paid,0,Not Dropout
S05635,18,Female,69,100,Medium,10.6,No,No,Average,Paid,2,Not Dropout
S05636,13,Male,54,48,High,12.2,No,No,Poor,Paid,4,Not Dropout
S05637,18,Male,96,34,Medium,10.7,No,Yes,Good,Overdue (3+ Months),0,Not Dropout
S05638,18,Male,98,84,Low,19.2,Yes,No,Average,Paid,1,Not Dropout
S05639,15,Female,90,93,Medium,13.2,No,Yes,Good,Overdue (3+ Months),0,Not Dropout
S05640,17,Female,45,88,Medium,8.5,Yes,Yes,Good,Overdue (3+ Months),2,Not Dropout
S05641,13,Female,30,23,Medium,10.7,No,Yes,Good,Paid,1,Not Dropout
S05642,13,Male,65,77,High,14.7,No,Yes,Good,Paid,2,Not Dropout
S05643,14,Female,40,87,High,15.3,No,No,Average,Paid,0,Not Dropout
S05644,11,Male,42,25,Low,15.8,No,No,Poor,Paid,0,Dropout
S05645,14,Female,43,73,Low,5.5,No,No,Good,Unpaid,3,Not Dropout
S05646,17,Female,51,23,Medium,9.5,Yes,Yes,Poor,Paid,0,Dropout
S05647,13,Male,74,92,Medium,11.8,No,No,Good,Overdue (3+ Months),3,Not Dropout
S05648,13,Female,33,72,High,17.9,No,Yes,Poor,Paid,2,Not Dropout
S05649,12,Female,32,27,High,15.0,Yes,No,Average,Paid,0,Not Dropout
S05650,11,Female,97,62,Medium,3.5,Yes,No,Good,Paid,3,Not Dropout
S05651,17,Male,33,69,Low,19.5,Yes,No,Good,Paid,4,Dropout
S05652,13,Female,96,40,Low,6.8,Yes,Yes,Average,Unpaid,5,Dropout
S05653,15,Female,86,59,Low,12.1,No,Yes,Good,Overdue (3+ Months),2,Not Dropout
S05654,13,Male,68,37,Low,5.5,Yes,No,Good,Paid,4,Dropout
S05655,11,Male,63,23,High,14.7,No,Yes,Average,Paid,3,Not Dropout
S05656,11,Male,71,31,Medium,10.2,Yes,Yes,Good,Overdue (3+ Months),3,Dropout
S05657,17,Male,56,89,Low,19.3,Yes,No,Good,Paid,2,Not Dropout
S05658,16,Male,87,58,Medium,2.4,No,No,Poor,Paid,3,Not Dropout
S05659,15,Male,44,40,Medium,6.2,Yes,No,Good,Unpaid,5,Dropout
S05660,15,Female,32,74,Low,10.5,No,No,Good,Paid,3,Not Dropout
S05661,11,Male,58,81,Medium,6.8,No,Yes,Good,Unpaid,2,Not Dropout
S05662,17,Male,83,41,Low,19.8,Yes,No,Good,Paid,5,Dropout
S05663,13,Female,39,87,Low,12.7,No,No,Good,Paid,0,Not Dropout
S05664,12,Female,76,45,Low,6.1,No,No,Average,Overdue (3+ Months),5,Dropout
S05665,14,Female,91,40,High,1.8,No,No,Good,Paid,0,Not Dropout
S05666,15,Female,66,85,High,5.5,No,Yes,Average,Paid,1,Not Dropout
S05667,14,Female,77,38,Medium,5.4,No,No,Good,Paid,0,Not Dropout
S05668,17,Male,93,46,High,4.3,No,Yes,Good,Paid,2,Not Dropout
S05669,17,Male,83,34,Low,17.3,Yes,No,Good,Unpaid,1,Dropout
S05670,13,Male,52,65,Medium,10.9,Yes,No,Good,Paid,1,Not Dropout
S05671,13,Male,82,87,High,1.0,Yes,No,Good,Overdue (3+ Months),2,Not Dropout
S05672,15,Female,77,99,High,16.7,Yes,Yes,Average,Paid,3,Not Dropout
S05673,15,Female,87,77,Low,4.7,No,Yes,Average,Paid,0,Not Dropout
S05674,11,Female,52,49,High,19.2,No,No,Average,Paid,1,Not Dropout
S05675,17,Female,65,23,High,12.3,Yes,No,Poor,Paid,0,Not Dropout
S05676,15,Male,68,40,High,12.9,No,Yes,Poor,Paid,4,Dropout
S05677,14,Male,62,93,High,9.8,Yes,No,Good,Paid,1,Not Dropout
S05678,15,Male,41,43,Medium,3.6,No,No,Good,Overdue (3+ Months),5,Dropout
S05679,18,Male,95,59,High,8.6,No,No,Poor,Paid,0,Not Dropout
S05680,15,Female,63,58,Low,14.9,Yes,No,Good,Paid,3,Not Dropout
S05681,15,Male,81,39,Low,13.5,No,Yes,Good,Paid,3,Not Dropout
S05682,13,Male,76,33,Low,17.6,No,Yes,Average,Paid,5,Dropout
S05683,15,Female,95,88,Low,10.2,No,Yes,Poor,Overdue (3+ Months),2,Dropout
S05684,16,Female,47,34,Medium,2.0,Yes,No,Good,Paid,2,Not Dropout
S05685,16,Female,98,21,Medium,10.8,Yes,Yes,Average,Paid,2,Not Dropout
S05686,15,Male,51,87,High,16.5,Yes,No,Good,Paid,1,Not Dropout
S05687,17,Male,79,54,Medium,13.0,Yes,Yes,Average,Unpaid,0,Not Dropout
S05688,15,Female,70,79,High,1.9,Yes,Yes,Good,Paid,0,Not Dropout
S05689,16,Male,56,48,Medium,14.0,No,Yes,Good,Paid,4,Not Dropout
S05690,18,Female,44,90,High,5.3,No,No,Good,Paid,0,Not Dropout
S05691,13,Male,55,66,Medium,19.3,Yes,No,Average,Unpaid,1,Not Dropout
S05692,14,Male,50,73,Low,13.0,No,No,Poor,Paid,0,Not Dropout
S05693,18,Female,79,29,Medium,6.5,Yes,Yes,Good,Paid,3,Not Dropout
S05694,13,Female,95,55,Low,10.2,No,Yes,Poor,Unpaid,2,Dropout
S05695,14,Female,43,92,Medium,6.3,Yes,No,Good,Paid,1,Not Dropout
S05696,13,Female,64,50,Low,3.1,No,Yes,Average,Unpaid,5,Dropout
S05697,15,Female,46,90,Low,2.4,Yes,No,Good,Unpaid,5,Dropout
S05698,14,Female,97,60,Medium,18.8,Yes,Yes,Average,Overdue (3+ Months),4,Dropout
S05699,13,Male,68,24,Medium,18.7,Yes,Yes,Good,Overdue (3+ Months),5,Dropout
S05700,18,Female,44,61,Medium,1.0,No,No,Good,Overdue (3+ Months),0,Not Dropout
S05701,18,Male,59,95,Low,0.7,No,Yes,Good,Unpaid,2,Not Dropout
S05702,11,Female,36,38,Low,5.4,Yes,No,Poor,Paid,5,Dropout
S05703,18,Female,54,98,Medium,3.9,Yes,No,Poor,Paid,0,Not Dropout
S05704,16,Male,64,25,High,13.7,Yes,No,Average,Overdue (3+ Months),2,Not Dropout
S05705,14,Female,69,92,Low,0.8,Yes,No,Average,Paid,4,Not Dropout
S05706,11,Female,30,52,High,19.7,Yes,No,Poor,Paid,5,Dropout
S05707,13,Female,42,93,Medium,8.1,Yes,No,Good,Paid,3,Not Dropout
S05708,18,Male,71,67,Low,6.1,No,No,Average,Paid,2,Not Dropout
S05709,14,Female,74,27,Medium,10.8,No,Yes,Poor,Paid,5,Dropout
S05710,11,Male,64,70,Low,4.2,Yes,No,Average,Overdue (3+ Months),3,Not Dropout
S05711,13,Male,90,91,Low,19.3,No,No,Good,Paid,3,Not Dropout
S05712,11,Male,67,61,Medium,0.7,Yes,Yes,Good,Paid,3,Not Dropout
S05713,18,Female,56,90,Low,1.1,No,Yes,Good,Paid,0,Not Dropout
S05714,16,Male,80,88,Low,14.5,Yes,Yes,Poor,Overdue (3+ Months),2,Dropout
S05715,17,Male,51,90,High,18.0,Yes,Yes,Poor,Unpaid,2,Dropout
S05716,15,Male,68,57,Low,8.7,No,Yes,Good,Paid,3,Not Dropout
S05717,12,Female,95,66,High,12.7,No,Yes,Good,Paid,5,Not Dropout
S05718,18,Female,70,44,High,16.3,No,No,Average,Unpaid,3,Not Dropout
S05719,12,Female,70,53,High,2.2,Yes,No,Poor,Paid,4,Not Dropout
S05720,15,Male,51,91,Low,8.3,No,No,Poor,Paid,2,Not Dropout
S05721,16,Male,47,91,High,6.7,No,No,Poor,Paid,2,Not Dropout
S05722,15,Female,53,24,Medium,13.9,No,No,Good,Unpaid,4,Not Dropout
S05723,15,Female,86,61,Medium,8.7,No,No,Average,Paid,4,Not Dropout
S05724,12,Female,76,52,Medium,18.5,No,No,Good,Paid,5,Not Dropout
S05725,13,Male,51,99,High,16.3,No,No,Good,Paid,0,Not Dropout
S05726,18,Female,51,61,Medium,5.9,Yes,No,Good,Paid,2,Not Dropout
S05727,11,Male,38,67,High,15.5,No,No,Average,Unpaid,0,Not Dropout
S05728,17,Male,85,47,Medium,1.6,Yes,Yes,Good,Paid,1,Not Dropout
S05729,15,Female,35,72,High,12.2,Yes,Yes,Average,Paid,3,Not Dropout
S05730,13,Female,43,81,High,12.0,Yes,No,Average,Unpaid,3,Not Dropout
S05731,17,Female,43,32,Medium,7.1,Yes,No,Poor,Paid,5,Dropout
S05732,17,Female,80,64,Medium,8.8,Yes,No,Good,Paid,1,Not Dropout
S05733,12,Female,98,53,Medium,12.9,No,Yes,Average,Overdue (3+ Months),0,Not Dropout
S05734,12,Female,77,73,Low,3.4,Yes,No,Average,Unpaid,4,Dropout
S05735,17,Male,47,27,Medium,16.9,Yes,Yes,Average,Paid,2,Not Dropout
S05736,17,Female,69,84,Medium,2.1,No,Yes,Good,Paid,2,Not Dropout
S05737,13,Male,36,39,Low,11.1,Yes,No,Good,Paid,4,Dropout
S05738,13,Male,47,50,Low,18.3,Yes,Yes,Good,Paid,4,Dropout
S05739,13,Male,98,34,Medium,19.0,Yes,Yes,Poor,Paid,5,Dropout
S05740,13,Male,89,21,Medium,8.6,Yes,No,Average,Paid,3,Not Dropout
S05741,15,Female,57,44,High,7.6,No,Yes,Good,Paid,0,Not Dropout
S05742,15,Female,44,30,Low,1.5,Yes,No,Good,Paid,1,Dropout
S05743,15,Female,48,83,Low,18.4,Yes,No,Average,Paid,4,Not Dropout
S05744,16,Female,91,24,High,4.0,Yes,Yes,Good,Paid,4,Dropout
S05745,14,Female,50,38,High,14.8,Yes,No,Good,Overdue (3+ Months),4,Dropout
S05746,17,Female,91,20,High,11.7,Yes,No,Average,Paid,3,Not Dropout
S05747,12,Male,93,79,Medium,15.0,No,Yes,Average,Unpaid,0,Not Dropout
S05748,12,Female,69,29,Low,3.4,No,No,Good,Overdue (3+ Months),2,Not Dropout
S05749,15,Male,37,83,Medium,8.1,No,Yes,Good,Paid,1,Not Dropout
S05750,16,Female,89,37,Low,5.0,Yes,Yes,Good,Paid,3,Dropout
S05751,15,Male,64,97,Medium,8.3,No,No,Average,Unpaid,2,Not Dropout
S05752,18,Female,45,74,Medium,6.8,No,Yes,Good,Paid,0,Not Dropout
S05753,15,Female,95,32,High,16.9,No,No,Poor,Paid,4,Not Dropout
S05754,17,Female,36,20,High,17.4,No,Yes,Average,Paid,1,Not Dropout
S05755,14,Male,33,68,High,18.5,No,No,Good,Paid,5,Not Dropout
S05756,18,Male,81,69,Low,1.9,No,No,Good,Paid,4,Not Dropout
S05757,13,Male,76,83,Medium,4.3,Yes,Yes,Average,Paid,0,Not Dropout
S05758,13,Female,57,60,Medium,13.9,Yes,Yes,Good,Overdue (3+ Months),1,Not Dropout
S05759,18,Male,91,92,Low,11.0,Yes,Yes,Average,Unpaid,0,Dropout
S05760,16,Female,89,70,Medium,11.3,Yes,No,Average,Paid,0,Not Dropout
S05761,13,Female,78,47,High,1.8,Yes,No,Average,Paid,2,Not Dropout
S05762,17,Female,97,33,Low,11.0,No,Yes,Average,Paid,3,Not Dropout
S05763,17,Female,37,54,High,17.6,Yes,No,Good,Unpaid,3,Not Dropout
S05764,18,Female,64,86,Medium,13.7,No,Yes,Average,Paid,2,Not Dropout
S05765,18,Male,49,82,High,19.0,Yes,Yes,Average,Paid,2,Not Dropout
S05766,14,Male,92,87,Low,4.9,Yes,No,Poor,Paid,4,Dropout
S05767,11,Female,84,61,Low,7.8,Yes,No,Good,Paid,3,Not Dropout
S05768,17,Female,53,68,Medium,17.1,No,No,Good,Paid,1,Not Dropout
S05769,16,Female,69,60,Low,1.4,No,Yes,Average,Unpaid,1,Not Dropout
S05770,11,Female,32,84,Medium,10.2,No,No,Poor,Overdue (3+ Months),2,Not Dropout
S05771,13,Male,81,49,Medium,8.5,Yes,Yes,Poor,Unpaid,3,Dropout
S05772,13,Female,44,78,Medium,7.6,No,Yes,Good,Overdue (3+ Months),0,Not Dropout
S05773,13,Male,58,74,High,4.9,Yes,Yes,Average,Overdue (3+ Months),3,Not Dropout
S05774,13,Male,68,62,Medium,16.7,No,Yes,Average,Paid,0,Not Dropout
S05775,15,Male,34,62,High,19.8,Yes,No,Average,Paid,0,Not Dropout
S05776,14,Male,78,68,Low,16.4,No,Yes,Good,Paid,0,Not Dropout
S05777,18,Male,69,39,High,13.9,Yes,Yes,Average,Unpaid,4,Dropout
S05778,18,Female,58,64,High,2.2,Yes,Yes,Good,Paid,1,Not Dropout
S05779,18,Male,31,92,Medium,1.6,No,Yes,Good,Paid,2,Not Dropout
S05780,13,Female,93,85,Medium,10.3,No,No,Poor,Paid,4,Not Dropout
S05781,15,Female,41,73,Low,9.8,No,Yes,Good,Unpaid,0,Dropout
S05782,11,Male,38,39,High,10.8,Yes,No,Average,Paid,3,Not Dropout
S05783,15,Male,47,28,Medium,1.8,No,Yes,Average,Paid,4,Not Dropout
S05784,15,Male,45,93,Low,4.9,No,Yes,Poor,Paid,4,Dropout
S05785,16,Male,61,79,Medium,9.5,No,No,Good,Paid,2,Not Dropout
S05786,16,Female,82,100,High,0.7,Yes,Yes,Average,Overdue (3+ Months),1,Not Dropout
S05787,18,Female,80,92,Low,17.0,Yes,Yes,Average,Overdue (3+ Months),2,Dropout
S05788,18,Male,62,50,Medium,15.0,Yes,Yes,Poor,Paid,4,Dropout
S05789,14,Male,87,20,Medium,7.9,No,Yes,Average,Paid,1,Not Dropout
S05790,14,Male,72,65,Medium,12.1,No,Yes,Average,Paid,3,Not Dropout
S05791,14,Male,85,30,Medium,7.6,Yes,Yes,Good,Unpaid,1,Dropout
S05792,15,Female,76,59,Medium,18.3,No,Yes,Average,Paid,0,Not Dropout
S05793,15,Female,59,76,Medium,11.0,Yes,No,Poor,Paid,4,Not Dropout
S05794,12,Male,85,58,Low,19.3,No,Yes,Average,Paid,3,Not Dropout
