gender,age,attendance_pct,marks,homework_completion,distance_to_school,fee_status,dropout_label
female,14,81.92804056108847,85.0,49.0,9.6,no,0
male,18,91.01938935741492,90.0,97.0,18.6,no,0
female,17,76.54006789116971,88.0,65.0,19.5,no,0
female,14,,80.0,97.0,9.3,no,0
female,14,,48.0,62.0,12.1,no,0
female,12,76.9759095833207,91.0,24.0,8.0,no,0
female,18,73.77468044179413,56.0,49.0,4.8,no,0
female,13,,56.0,21.0,16.8,no,1
female,18,51.07485785894468,52.0,,9.8,yes,1
female,18,82.69703361442207,87.0,65.0,11.8,no,0
male,16,67.13294079656691,60.0,78.0,6.9,no,0
male,18,54.90061169862014,62.0,37.0,18.5,no,1
male,16,42.453010097168416,45.0,35.0,,no,1
male,17,59.30808659447722,74.0,30.0,13.1,no,1
female,13,73.56572254417944,98.0,44.0,4.1,yes,1
male,16,76.97604240500087,70.0,51.0,19.6,no,0
female,17,71.91550436356877,83.0,73.0,10.6,yes,0
female,14,,62.0,40.0,,yes,1
female,16,25.0,33.0,53.0,8.0,yes,1
female,13,74.6430560407644,86.0,90.0,9.4,no,0
female,11,78.86258212247604,79.0,94.0,4.0,no,0
female,12,65.55587821764985,,,4.5,no,1
female,18,73.79744898192872,91.0,72.0,4.7,yes,1
female,17,87.75160369581334,94.0,42.0,9.8,no,0
male,17,64.9169044398743,57.0,81.0,1.4,no,0
male,12,80.99723230947289,,69.0,2.3,no,0
male,16,80.70454461849027,70.0,48.0,9.7,no,0
female,11,77.85069204210963,67.0,84.0,19.0,yes,0
female,12,74.65567268205815,47.0,66.0,9.5,yes,1
male,18,67.02510092680932,,70.0,,no,0
female,13,74.10472135925201,97.0,36.0,0.8,yes,1
female,16,85.24702898981265,64.0,71.0,16.7,yes,0
female,11,83.39682455407919,48.0,38.0,19.8,no,0
female,11,79.1313424514581,87.0,97.0,11.9,no,0
male,17,,54.0,65.0,19.6,no,0
male,18,93.08376802254716,97.0,100.0,17.4,no,0
male,13,,69.0,94.0,17.7,no,0
female,13,,30.0,,1.9,yes,1
male,15,79.4165426641768,57.0,50.0,5.7,no,0
male,15,58.00185176826222,43.0,48.0,7.2,no,1
female,18,,66.0,29.0,13.6,yes,1
female,11,66.0958145007129,97.0,28.0,0.8,yes,1
male,18,77.63372786161929,93.0,56.0,18.2,yes,0
female,12,54.32227698716828,44.0,32.0,6.7,no,1
male,18,64.68977337630288,38.0,40.0,2.4,no,0
male,13,72.2496750600564,30.0,90.0,6.5,no,0
male,13,77.55655642257396,47.0,67.0,8.4,no,0
male,17,,37.0,69.0,,yes,1
female,16,,73.0,59.0,15.4,no,0
male,18,82.50080573508556,75.0,51.0,,no,0
male,17,88.54863083219541,98.0,58.0,11.8,no,0
female,14,70.46786144915629,35.0,63.0,10.3,no,0
male,17,69.95918675866042,83.0,92.0,4.4,no,1
female,15,61.43949249765738,98.0,32.0,8.8,no,1
female,18,78.8214429805513,88.0,37.0,17.2,no,0
male,13,65.61779376576312,49.0,33.0,4.0,yes,0
male,17,74.57501354822026,34.0,62.0,4.3,yes,0
male,17,94.52083065257676,89.0,80.0,9.6,no,0
male,11,72.8815326651506,49.0,78.0,0.6,yes,1
female,12,82.85833205479145,52.0,79.0,1.5,no,0
male,14,85.84634465324864,93.0,,2.6,yes,0
male,14,82.38013486069983,62.0,94.0,12.2,yes,0
female,18,84.59074307388485,80.0,32.0,9.6,no,0
female,14,76.9744888376795,35.0,21.0,,no,0
male,18,71.32137733015223,,,1.8,no,0
female,14,67.41023690947863,,70.0,6.8,no,0
female,17,80.43424823222877,79.0,83.0,7.5,yes,0
female,18,71.74863309047288,37.0,91.0,18.9,no,0
male,13,41.0448230720182,38.0,49.0,9.2,yes,1
female,15,90.94370984956184,98.0,80.0,11.6,no,0
female,18,81.5861064515652,,84.0,5.2,no,0
female,11,66.24829128957631,42.0,42.0,12.3,yes,0
female,16,66.11374849313333,,49.0,18.7,yes,1
male,16,,94.0,94.0,4.8,no,0
female,12,70.68880139311206,40.0,61.0,4.2,no,0
male,11,66.6558316331875,72.0,94.0,8.3,no,0
female,18,80.98551861249535,95.0,51.0,4.5,no,0
female,17,,47.0,,14.2,no,0
male,14,71.51242841993835,60.0,,1.8,yes,0
male,12,81.7430828260095,56.0,86.0,2.6,yes,0
female,16,37.151937633477495,40.0,37.0,0.7,yes,1
female,11,73.82990639892637,40.0,52.0,,no,0
male,18,99.6475983020676,81.0,48.0,7.9,no,0
male,13,89.0572902269213,75.0,64.0,13.3,no,0
male,11,,50.0,27.0,18.0,yes,0
female,15,,93.0,69.0,6.8,no,0
female,14,68.57099834464822,66.0,64.0,14.2,yes,0
female,16,70.5874876835135,77.0,84.0,1.0,yes,0
female,11,76.48079808720018,63.0,26.0,12.3,no,0
male,13,73.71124654985098,46.0,62.0,17.8,no,0
female,14,74.19474699077021,33.0,,8.8,no,0
male,13,72.7167985091717,63.0,99.0,14.6,yes,0
male,17,76.61839155147837,60.0,98.0,19.5,no,0
male,18,86.60240280628373,94.0,87.0,17.0,yes,0
male,11,70.2048241321139,63.0,64.0,11.5,no,1
female,12,71.40160638705134,88.0,,6.2,yes,1
female,18,58.35634250992652,54.0,44.0,12.5,no,1
male,16,,90.0,63.0,17.2,no,0
male,17,86.82881487522899,94.0,38.0,8.5,no,0
female,13,84.02792587447698,98.0,79.0,1.9,yes,0
male,12,86.49437787594847,83.0,65.0,15.4,no,0
female,18,90.87533900712346,90.0,43.0,1.0,no,0
male,17,84.1674706646454,75.0,30.0,14.2,yes,0
female,14,,37.0,28.0,7.0,yes,1
female,14,70.32776833123054,41.0,27.0,15.0,no,0
female,12,42.79150975338747,44.0,32.0,14.2,yes,1
female,16,,49.0,52.0,8.6,no,0
male,15,78.38251880877455,89.0,86.0,,no,0
male,14,86.74612902533514,71.0,,12.0,yes,0
male,11,80.33498825482499,60.0,,8.6,no,0
female,11,81.76383262365704,57.0,96.0,12.2,yes,0
female,11,77.82584916823161,46.0,78.0,17.9,no,0
male,15,,37.0,75.0,4.0,no,0
male,14,44.29160135007227,36.0,30.0,3.8,yes,1
male,14,96.27286012081096,93.0,60.0,10.4,no,0
female,14,85.15974620391378,96.0,39.0,19.0,no,0
female,11,67.08714234979288,90.0,30.0,8.1,yes,1
male,15,71.79475342071844,37.0,65.0,16.4,yes,1
female,18,82.00578671006143,79.0,50.0,3.8,yes,0
female,15,,36.0,98.0,10.6,yes,1
male,13,84.43070897127934,85.0,66.0,13.1,no,0
female,17,72.2739906297157,50.0,95.0,7.4,yes,0
female,17,89.51456109528054,75.0,74.0,7.6,no,0
female,17,57.907662026266976,34.0,87.0,8.7,no,0
male,11,44.80191806504296,38.0,67.0,16.2,no,1
female,11,56.66749050829855,88.0,39.0,8.7,no,1
male,11,61.87099739498831,61.0,78.0,13.8,no,0
female,12,59.64695895140295,60.0,95.0,,no,1
male,13,68.28826399190748,,60.0,8.2,yes,0
male,17,81.40381866237341,61.0,22.0,18.1,no,0
female,17,88.651244894778,96.0,79.0,11.2,no,0
male,13,41.453697459032405,37.0,82.0,17.5,no,1
female,14,43.0935376880537,34.0,,4.4,no,1
female,12,48.61948610771503,77.0,38.0,8.7,yes,1
female,18,85.56549351388423,92.0,80.0,1.2,yes,0
male,13,79.39075955484145,54.0,50.0,9.9,no,0
female,13,57.03792436054156,38.0,30.0,14.1,yes,1
female,18,79.07780116741655,87.0,88.0,17.4,no,0
female,13,51.68771511542781,37.0,72.0,9.7,no,1
female,12,,,,2.5,yes,0
male,15,68.3093745299502,48.0,64.0,17.5,no,0
female,16,72.84803429944463,53.0,62.0,15.2,yes,0
male,15,80.49569367183345,82.0,96.0,5.1,no,0
female,12,68.10008485948737,45.0,31.0,14.6,yes,0
male,16,88.05096243278493,96.0,54.0,7.9,no,0
female,11,81.89337573010786,70.0,65.0,11.4,no,0
female,16,98.28125735129991,95.0,40.0,15.5,no,0
male,18,65.64473082881169,47.0,41.0,12.1,yes,1
female,14,93.24019867568708,,72.0,11.8,yes,0
female,13,57.18387647620918,54.0,,8.2,yes,1
female,11,62.61404794441975,51.0,65.0,3.2,yes,0
male,18,81.309089388963,80.0,90.0,1.7,no,0
female,14,85.60557163813932,76.0,20.0,7.7,no,0
male,16,80.1173188244044,61.0,,7.3,no,0
male,11,,34.0,31.0,10.6,no,0
male,13,69.0197642383932,92.0,93.0,14.2,no,0
male,16,47.732857068272615,32.0,99.0,8.4,yes,1
male,15,79.31341454650673,66.0,58.0,2.9,no,0
female,17,70.47271592571242,76.0,35.0,8.2,no,0
female,12,85.05823173439147,77.0,94.0,5.9,no,0
male,12,84.26774023404766,86.0,47.0,15.8,yes,0
male,17,76.6347993480548,,24.0,18.7,no,1
female,12,58.30153234793819,66.0,30.0,8.6,yes,1
female,14,77.5107348211135,58.0,21.0,3.1,yes,0
female,15,73.32120187964098,84.0,98.0,10.5,yes,0
female,18,61.898028658306,65.0,43.0,1.7,no,1
female,17,73.00883542363938,86.0,96.0,11.5,no,0
female,11,71.38908984752102,33.0,41.0,18.1,no,0
male,16,77.30721252197944,37.0,,11.4,no,0
female,13,48.44019239620097,44.0,40.0,0.5,no,1
male,11,67.85822374269233,39.0,34.0,,no,1
male,16,56.73830988747328,37.0,77.0,10.1,yes,1
female,14,65.94039678678847,38.0,90.0,3.8,yes,0
female,16,,74.0,94.0,4.0,no,0
male,18,76.8086645307627,74.0,74.0,17.3,no,0
female,14,86.11094008800384,82.0,56.0,6.2,yes,0
male,17,80.91189255147863,56.0,58.0,2.0,no,0
male,11,88.94108334637444,82.0,80.0,1.6,no,0
female,16,,31.0,78.0,,yes,1
female,17,88.33135235017815,74.0,48.0,15.2,no,0
male,18,95.43625539472028,96.0,94.0,6.3,no,0
male,16,,83.0,29.0,14.8,no,0
male,16,61.34417617584991,53.0,69.0,4.7,no,1
male,11,76.36339241814525,79.0,64.0,12.1,yes,0
female,11,73.99928049367546,76.0,45.0,,no,0
male,14,73.25878671457863,76.0,83.0,10.8,no,0
male,15,70.67364956198867,44.0,73.0,12.2,yes,0
female,14,48.7106286645088,44.0,89.0,18.1,no,1
male,13,73.52938072149497,72.0,39.0,2.3,yes,1
female,12,46.34103955540936,78.0,32.0,10.8,yes,1
male,11,69.15626391739417,40.0,93.0,2.3,no,0
male,18,,35.0,76.0,7.5,yes,1
male,15,61.41356399338995,,20.0,0.7,yes,1
female,17,86.63522203749189,82.0,52.0,14.5,yes,0
male,16,37.70782929910683,36.0,39.0,18.4,yes,1
female,14,84.6859269874675,90.0,31.0,2.2,no,1
male,18,72.55732426693432,43.0,78.0,4.8,no,0
female,12,72.67734286213215,38.0,57.0,,no,0
female,18,90.31425322052144,97.0,91.0,16.3,no,0
male,13,61.7175132764323,32.0,61.0,15.6,no,0
female,13,82.54686985708057,65.0,31.0,3.6,no,0
female,17,73.70880654138752,49.0,25.0,15.6,yes,0
male,17,70.39677869749464,82.0,45.0,15.3,yes,1
female,17,76.87564705611086,60.0,74.0,10.4,no,0
female,12,78.47020810336782,,,10.8,no,0
male,17,82.21523710313397,60.0,100.0,7.0,yes,0
female,11,71.50921954054336,69.0,45.0,3.3,yes,0
female,17,86.74740142802142,70.0,62.0,13.7,yes,0
female,18,67.9562701965131,85.0,95.0,0.9,yes,1
female,17,,36.0,21.0,17.5,no,0
female,13,76.51842397090005,75.0,53.0,2.5,no,0
female,17,76.89138312244174,86.0,73.0,10.8,no,0
male,17,63.232236232332525,56.0,66.0,18.9,no,0
female,14,85.36761924626298,79.0,,8.0,no,0
female,17,77.83375452767011,46.0,70.0,16.3,yes,1
male,13,58.90902330233436,39.0,21.0,9.8,no,0
male,18,64.61230412963873,44.0,77.0,12.0,no,0
male,17,85.23497409161558,77.0,47.0,14.3,no,0
male,11,76.91248747537003,66.0,47.0,2.0,yes,0
male,14,82.15684122633343,65.0,33.0,15.7,yes,0
male,16,76.55916070416232,66.0,87.0,17.1,no,0
male,13,72.11411321565629,31.0,61.0,16.2,yes,1
female,11,66.03195485090563,,34.0,14.6,no,1
male,17,62.49283663978743,67.0,84.0,,yes,0
female,16,64.59604862241467,48.0,87.0,3.2,no,0
female,14,,82.0,85.0,14.5,yes,0
female,16,49.06161317688973,31.0,24.0,1.5,no,1
female,18,92.3588461470816,87.0,37.0,14.4,yes,0
female,16,84.0605105016805,40.0,33.0,9.2,yes,1
female,12,55.48676609199649,41.0,56.0,19.4,no,0
male,12,69.899458866121,55.0,75.0,9.4,no,0
male,11,56.67333129591193,32.0,37.0,18.9,no,1
male,11,86.22524170370637,62.0,73.0,9.6,no,0
male,18,51.95689606670426,34.0,96.0,18.5,yes,1
female,17,,70.0,58.0,9.4,yes,0
female,15,78.56857204058024,98.0,90.0,2.0,no,0
female,14,73.04402098326156,53.0,20.0,3.7,no,0
female,13,75.79328421485064,61.0,44.0,4.6,no,0
female,15,82.26305836657615,50.0,54.0,19.8,no,0
female,12,80.43508519076993,72.0,45.0,1.1,no,0
female,13,85.10509142694886,92.0,22.0,8.7,no,0
female,11,76.76301943330378,,88.0,18.9,no,0
female,18,70.11911062750492,34.0,66.0,15.5,no,0
male,12,85.94657254218788,82.0,76.0,8.1,yes,0
female,17,61.83541416568662,30.0,,1.0,no,0
female,16,73.23699151385892,75.0,27.0,16.7,no,0
male,18,90.0345186848496,80.0,,10.9,no,0
female,18,73.7614398450552,89.0,57.0,,no,0
female,11,92.31780899299008,82.0,69.0,3.2,no,0
female,18,32.56263352991692,,35.0,17.5,no,1
female,12,55.23301761036701,57.0,46.0,17.5,no,1
male,11,37.76851285826179,42.0,57.0,9.5,yes,1
female,13,66.40215390119312,30.0,26.0,1.6,no,0
female,15,66.20619613630039,57.0,35.0,18.9,no,0
female,16,87.98649737099376,93.0,41.0,13.2,no,0
male,13,54.48739797923631,33.0,62.0,15.3,yes,1
male,15,74.93889578281554,,22.0,7.2,yes,0
female,15,69.96928956806767,55.0,63.0,,yes,0
male,14,57.01121327009498,,24.0,5.7,no,1
female,18,,31.0,28.0,19.8,no,1
male,11,,45.0,90.0,12.9,yes,1
male,15,74.78789194355433,,29.0,5.4,no,0
female,14,83.2453311909396,94.0,96.0,9.1,yes,0
male,11,75.68397125648426,86.0,29.0,18.8,yes,1
male,12,57.71627502461115,,33.0,10.4,no,1
female,17,69.27387866925793,74.0,99.0,1.2,no,0
male,17,32.43857338364269,42.0,62.0,5.4,yes,1
male,12,78.69247317717866,76.0,71.0,2.6,no,0
female,15,77.23257934075532,96.0,40.0,17.3,no,0
male,12,75.63981913446236,78.0,91.0,8.8,no,0
female,11,83.69681016160675,81.0,31.0,17.0,no,0
male,16,,52.0,54.0,18.8,no,0
male,14,74.33525274778627,51.0,44.0,12.3,no,0
male,14,88.69366534072401,,59.0,1.4,yes,0
female,16,80.07478426646921,72.0,50.0,0.8,yes,0
male,18,74.94287138529567,89.0,82.0,10.7,yes,0
female,13,63.76518355036458,39.0,51.0,5.3,no,0
female,16,48.41345345116008,45.0,26.0,9.7,yes,1
male,15,,98.0,44.0,13.8,yes,0
female,18,44.52615513248988,35.0,52.0,8.4,yes,1
male,11,85.46839053509181,87.0,31.0,18.8,no,0
female,16,89.9023261172488,72.0,,2.3,no,0
female,18,78.07656610994627,69.0,92.0,1.8,no,0
female,14,68.44117498468177,,,13.6,yes,0
female,14,85.96897862056596,71.0,49.0,13.1,no,0
male,16,78.01309862836823,95.0,97.0,7.0,no,1
female,16,67.8643914922376,30.0,49.0,5.5,no,0
female,14,66.04771531018353,34.0,62.0,15.4,yes,0
female,17,81.42204233605908,67.0,53.0,16.6,no,0
female,14,80.37019717381897,,56.0,17.7,no,0
female,16,70.84903374870184,88.0,89.0,10.4,no,0
female,18,99.83322030825624,84.0,28.0,17.6,yes,1
female,15,,57.0,79.0,10.8,no,0
male,16,71.61121505627167,92.0,37.0,13.7,no,1
female,13,75.59622180939884,76.0,76.0,15.9,no,0
male,18,76.22484148992602,58.0,90.0,15.7,no,0
female,14,70.66113721447378,39.0,75.0,1.3,yes,0
male,12,86.73791012613403,,94.0,18.4,no,0
female,13,83.62359304120315,85.0,22.0,15.0,yes,0
male,12,81.03395689687488,78.0,80.0,17.3,no,0
female,14,85.73402122997175,90.0,65.0,18.6,no,0
female,16,73.61519908716953,93.0,29.0,17.6,yes,1
male,12,87.28781140488118,74.0,,,no,0
female,14,,58.0,94.0,2.7,no,0
male,12,82.11450146483445,86.0,76.0,4.2,no,0
female,14,77.23756884470777,75.0,79.0,10.3,no,0
female,16,61.78545953404844,39.0,49.0,6.4,no,1
female,17,71.31993052405399,85.0,89.0,6.7,yes,1
male,14,83.35260147187365,86.0,,12.8,no,0
female,11,,62.0,90.0,1.9,no,0
female,13,71.42287156303709,50.0,21.0,15.0,yes,0
female,15,,50.0,41.0,7.7,no,0
male,16,69.93615264582753,33.0,54.0,14.5,no,0
male,12,71.77674845335227,78.0,41.0,6.4,yes,1
female,17,,79.0,,15.8,no,0
female,13,71.61884367969648,72.0,33.0,12.9,yes,0
male,15,78.73022707394023,73.0,53.0,10.8,yes,0
male,18,46.39716809145642,41.0,25.0,9.7,no,1
male,17,64.19826649283064,58.0,28.0,1.4,no,1
male,11,72.2958548821558,36.0,94.0,1.0,yes,0
male,13,32.91827181641835,39.0,43.0,0.8,no,1
male,15,61.39474874664581,65.0,42.0,1.6,no,1
female,18,44.65582426298451,30.0,92.0,19.6,yes,1
female,15,76.2014870135605,50.0,43.0,18.1,no,0
female,18,84.51578823130691,96.0,,3.2,no,0
female,14,80.02743706513478,89.0,,15.4,no,0
female,11,,82.0,23.0,,no,0
female,13,49.65452400998011,65.0,32.0,2.0,no,1
female,17,75.3367447973069,84.0,47.0,4.0,yes,1
female,12,61.43352797983819,59.0,96.0,10.6,yes,1
female,15,66.32980590810058,37.0,66.0,,no,0
male,17,84.10198849023377,64.0,32.0,14.7,no,0
male,15,69.84909869283464,67.0,46.0,16.2,no,0
female,15,73.38093193338898,90.0,37.0,16.9,yes,0
female,13,,91.0,85.0,7.6,yes,1
male,18,79.29028811615433,77.0,100.0,16.2,no,0
female,18,73.85413655736002,63.0,91.0,18.8,no,0
female,16,83.09933212048418,88.0,42.0,6.4,yes,0
female,12,68.01844321490849,31.0,90.0,,no,0
female,15,73.89847726915428,66.0,33.0,20.0,no,0
female,12,,30.0,100.0,14.6,yes,1
female,17,45.42654165869352,42.0,46.0,1.5,yes,1
male,18,76.49849507955014,70.0,31.0,,yes,0
male,18,59.7054346643182,42.0,25.0,8.3,no,1
male,14,86.98509394964178,74.0,86.0,,yes,0
male,12,61.05291885883281,95.0,41.0,12.3,no,1
female,16,,33.0,37.0,17.9,yes,1
female,17,81.70241988087737,71.0,79.0,13.1,no,0
female,17,80.71128353282653,92.0,,4.8,yes,1
male,17,81.97750736028016,85.0,32.0,0.7,no,1
female,13,76.3458325742568,55.0,47.0,4.5,no,0
male,17,78.94390820054475,92.0,70.0,,yes,0
male,12,78.82157509575268,96.0,63.0,1.7,yes,0
male,12,84.36303261891689,92.0,78.0,,yes,0
male,14,77.71740880350667,82.0,49.0,,yes,0
female,18,81.38042429147139,50.0,21.0,8.7,no,0
female,13,43.54682551205143,46.0,33.0,,yes,1
female,11,67.2861672422406,48.0,84.0,5.7,no,0
male,18,82.98929523741484,91.0,54.0,2.7,no,0
male,15,76.83794146652502,62.0,88.0,1.4,no,0
female,17,81.27158137626182,81.0,96.0,,no,0
female,17,81.31200000748586,74.0,79.0,9.5,no,0
male,16,65.66366910839352,,38.0,14.0,no,1
male,14,,37.0,57.0,19.8,no,0
male,15,,91.0,65.0,11.3,no,0
male,16,69.14626301718046,47.0,43.0,1.8,no,0
female,14,78.03110404211965,57.0,74.0,7.3,no,0
female,17,82.71707508224945,92.0,,12.4,yes,0
male,11,81.69035391445291,55.0,79.0,10.9,no,0
male,17,79.00461379441694,73.0,31.0,0.7,no,0
female,13,76.15033520478747,34.0,37.0,2.0,yes,0
male,16,89.85699166736512,84.0,38.0,13.2,no,0
male,18,79.92310725059914,53.0,64.0,19.0,no,0
male,16,68.4178767044959,62.0,61.0,8.8,no,0
female,14,74.00798620823117,55.0,71.0,3.2,yes,0
male,11,53.97007060090485,31.0,26.0,,yes,1
female,15,70.88928616476196,87.0,23.0,2.4,yes,1
female,14,66.58929627573895,76.0,47.0,18.1,yes,1
female,16,63.95630997777158,51.0,48.0,12.0,no,0
male,11,,85.0,86.0,11.2,no,0
male,14,76.71434126383788,81.0,36.0,14.5,no,0
female,18,69.05507134924576,67.0,29.0,18.1,no,1
female,15,66.76992043237024,56.0,25.0,1.6,yes,1
male,13,54.28085173541727,41.0,50.0,14.5,no,0
female,16,66.87995589027865,48.0,40.0,4.7,yes,1
female,15,55.17477736013989,42.0,93.0,2.7,yes,1
female,11,53.50491107130063,36.0,28.0,,yes,1
male,18,68.8049408417273,68.0,78.0,13.5,no,0
female,13,78.85937668536654,71.0,88.0,19.1,no,0
female,18,54.45581686398832,49.0,80.0,5.5,yes,1
female,16,76.34647095794574,45.0,,1.1,no,0
male,11,77.59586788986793,86.0,54.0,9.3,yes,0
male,12,71.55719198976499,,39.0,10.9,no,1
male,13,75.9735280677035,86.0,67.0,,yes,0
male,13,65.78677365008224,85.0,27.0,1.3,no,1
male,18,89.97282943617208,98.0,92.0,10.5,no,0
female,11,70.58331347586045,47.0,42.0,,no,0
male,12,82.55436302102291,90.0,85.0,0.6,no,0
female,17,70.712320105529,56.0,35.0,18.9,no,0
male,13,73.00624507721264,68.0,99.0,,yes,0
male,18,77.63310062505853,84.0,50.0,10.2,no,0
female,13,92.8734717579103,83.0,83.0,6.8,no,0
female,15,71.3185320663562,58.0,82.0,1.4,no,0
male,17,58.98466088817795,50.0,98.0,4.4,no,0
female,16,75.25440335845666,84.0,78.0,10.1,yes,0
female,16,77.04466510599457,46.0,72.0,,no,0
male,13,67.21035844347458,38.0,50.0,5.9,yes,0
male,17,73.09808581443853,41.0,60.0,,yes,1
male,16,,71.0,42.0,12.3,no,1
male,12,70.20385048821448,59.0,39.0,19.4,no,0
female,16,,96.0,34.0,15.8,no,0
female,14,82.29233615633817,,65.0,9.5,yes,0
female,17,78.25409116375417,62.0,73.0,9.8,yes,1
female,17,79.23584792015114,81.0,70.0,3.2,no,0
female,11,68.30991037158172,30.0,46.0,12.2,yes,1
male,13,88.06684204232104,85.0,60.0,18.7,no,0
male,11,57.924637807115424,47.0,73.0,6.4,yes,1
male,11,78.55780369195111,74.0,57.0,0.5,no,0
male,12,83.82877087903285,98.0,36.0,7.1,no,0
female,13,86.37462978223442,63.0,41.0,1.8,no,0
female,13,79.1127841124372,60.0,51.0,17.6,no,0
female,17,52.16232997453496,39.0,20.0,3.7,no,1
male,18,72.18556851127454,63.0,79.0,7.7,no,0
female,11,78.55685429373547,49.0,75.0,8.2,no,0
female,18,75.92100444262205,83.0,28.0,2.0,yes,1
male,11,69.86961613070565,45.0,93.0,18.2,no,0
male,12,83.02434360604434,83.0,70.0,16.8,yes,0
male,13,83.82812031021304,81.0,69.0,4.0,yes,0
female,12,82.84285837118613,86.0,35.0,,yes,0
female,11,76.08322726111085,,58.0,10.8,no,0
male,15,74.23289823728187,72.0,95.0,14.9,no,1
female,13,88.35089515097133,92.0,59.0,4.0,no,0
female,15,94.86072964012244,96.0,35.0,6.5,yes,0
male,13,53.02866267576012,74.0,27.0,7.5,no,1
female,17,81.84908533152907,67.0,32.0,15.5,yes,0
male,17,,82.0,41.0,2.2,yes,0
male,12,83.91994116410464,67.0,36.0,4.2,no,0
male,16,80.87079463075156,59.0,74.0,14.0,yes,0
female,16,87.47649192271462,87.0,74.0,6.5,no,0
female,15,87.12990712851993,58.0,26.0,1.7,no,0
male,17,60.617925616727945,45.0,95.0,4.7,no,1
male,15,69.32210903837067,43.0,51.0,6.4,no,0
female,14,63.14469673392567,34.0,96.0,16.1,yes,1
male,14,72.78117698798799,59.0,27.0,1.4,no,0
female,11,70.97073612648589,87.0,,9.1,no,0
male,17,66.42299913951393,97.0,81.0,10.0,yes,1
female,18,58.7806902529511,35.0,39.0,16.6,no,1
female,16,76.7698339251004,61.0,49.0,6.4,no,0
female,17,57.75204531859524,57.0,55.0,1.1,yes,1
female,17,86.81050910353434,,47.0,1.9,no,0
male,15,63.85200497357675,38.0,61.0,1.3,no,0
female,11,67.04343987811293,56.0,34.0,19.9,no,0
female,11,54.1229017596165,44.0,69.0,19.8,no,1
male,16,49.605029443007496,68.0,58.0,6.1,no,1
female,14,64.50770846418689,62.0,79.0,2.5,no,1
male,16,80.3822745757576,73.0,48.0,10.0,yes,0
male,18,79.83993355789683,58.0,68.0,18.1,no,0
male,17,65.44407692640821,44.0,35.0,,no,0
female,17,67.05548741385354,53.0,98.0,17.6,no,0
male,18,82.74794710009833,84.0,61.0,14.2,no,0
female,18,85.99729125562591,84.0,92.0,0.8,no,0
male,17,91.81535770872192,84.0,30.0,8.8,no,0
female,13,68.65062353074967,60.0,86.0,15.1,no,0
female,11,49.28337294293191,38.0,31.0,8.3,yes,1
female,18,39.28687743598636,38.0,88.0,13.5,yes,1
female,13,95.03049557767392,84.0,95.0,15.2,no,0
male,18,70.94352670435484,66.0,20.0,11.0,no,0
male,11,75.24548490521809,75.0,45.0,7.4,no,0
female,17,74.20093059604211,48.0,55.0,12.0,no,0
female,11,74.213149542892,87.0,87.0,7.9,yes,1
female,12,59.52036862511841,85.0,44.0,11.4,no,1
male,15,79.0401648201241,,57.0,18.3,no,0
male,11,89.3613457085606,74.0,20.0,1.8,yes,0
female,12,71.05026154087386,73.0,71.0,9.2,no,0
male,11,92.33950487901092,85.0,85.0,0.7,no,0
female,14,83.1789539229278,98.0,29.0,10.7,no,0
female,15,73.07848910392664,45.0,89.0,13.6,no,0
male,15,88.72235954294172,,67.0,11.0,yes,0
male,14,,79.0,77.0,6.1,no,0
female,11,56.84528225325305,,22.0,,no,1
female,17,88.92450642297686,90.0,93.0,14.3,no,0
male,11,85.40905292530562,97.0,73.0,11.4,no,0
female,17,82.28451161244607,72.0,87.0,11.5,no,0
female,18,62.29357476701642,61.0,22.0,1.2,yes,1
male,17,71.82526325103095,30.0,98.0,,no,0
female,12,66.01634033693364,58.0,50.0,,no,0
male,17,47.3361442643739,69.0,40.0,9.8,no,1
male,17,63.52375092333194,50.0,32.0,5.7,yes,0
male,11,76.84449459606306,66.0,88.0,1.9,no,0
female,14,66.36390922149845,62.0,,19.4,no,0
male,14,80.34146107707903,91.0,90.0,17.9,no,0
female,11,76.5226957912165,87.0,92.0,5.1,no,0
female,17,92.2219602460946,85.0,93.0,11.5,no,0
female,16,78.75871378129222,92.0,21.0,10.8,yes,0
female,14,72.69476207158294,78.0,79.0,0.6,yes,0
female,16,80.56453276272434,72.0,99.0,13.5,no,0
male,14,95.32697327373846,91.0,60.0,18.2,no,0
female,15,86.35654790014863,91.0,41.0,4.8,yes,1
female,14,71.85606836919449,49.0,97.0,13.3,no,0
male,13,75.7317720047944,,,1.0,no,0
male,13,91.4328448307636,95.0,98.0,19.5,no,0
female,14,72.98011440305491,43.0,68.0,19.6,no,0
female,13,66.88320198650406,43.0,59.0,18.5,yes,1
male,11,73.55402769928224,88.0,30.0,3.1,yes,1
male,15,63.52706019927807,49.0,53.0,10.9,yes,0
female,17,58.460228625471366,40.0,26.0,2.6,yes,1
female,11,88.61821470101808,74.0,100.0,16.1,no,0
female,18,88.70255391386905,77.0,99.0,9.9,yes,0
female,14,73.05615360581287,43.0,21.0,13.2,no,0
female,12,69.24507155532706,80.0,67.0,8.0,no,0
male,16,62.98820437370616,44.0,32.0,14.5,no,0
male,13,,59.0,61.0,4.2,yes,0
female,11,74.91829610256607,62.0,21.0,3.5,yes,0
male,16,73.30356022580506,,82.0,9.0,yes,1
male,13,83.44822354143194,92.0,43.0,5.2,no,0
male,13,90.73396000037874,,73.0,3.9,no,0
