gender,age,attendance_pct,marks,homework_completion_pct,distance_to_school,Tution_fee_status,Transportation_fee_status,has_schlorship,has_transportation,dropout
1,6,79.6,67.2,84.4,2113.7,1,Not Applicable,1,0,No
0,14,66.4,63.9,68.0,365.5,1,Not Applicable,1,0,No
0,14,59.9,49.1,58.4,6585.7,1,Partial,0,1,Yes
1,10,86.5,73.9,84.9,4472.0,0,Paid,0,1,No
1,14,66.5,50.5,55.9,3863.8,0,Not Applicable,0,0,Yes
1,10,100.0,77.3,85.1,2997.5,1,Unpaid,0,1,No
0,9,63.9,54.4,59.1,2874.8,0,Partial,0,1,Yes
1,16,69.9,63.6,61.5,3153.4,0,Paid,0,1,No
1,15,78.0,64.1,76.1,1596.7,1,Paid,0,1,No
0,9,83.5,64.6,78.3,201.1,1,Not Applicable,0,0,No
1,18,91.2,82.7,88.4,535.9,1,Paid,1,1,No
1,8,79.1,61.5,70.0,1154.7,1,Not Applicable,0,0,No
0,15,83.4,64.2,68.0,5827.7,1,Not Applicable,0,0,No
1,14,59.4,48.5,54.5,1199.1,0,Paid,0,1,Yes
1,10,76.4,51.5,70.9,3250.7,1,Not Applicable,0,0,No
1,12,74.8,62.3,55.9,2014.7,1,Paid,0,1,No
1,10,81.8,79.0,72.7,230.8,1,Not Applicable,0,0,No
0,12,75.0,60.6,68.8,3145.6,1,Not Applicable,0,0,No
0,16,76.4,92.4,79.4,2182.2,1,Not Applicable,1,0,No
1,14,50.8,31.1,35.6,10313.6,1,Not Applicable,0,0,Yes
0,14,80.8,62.2,63.9,499.2,0,Not Applicable,0,0,Yes
0,16,59.8,64.0,65.5,1456.2,1,Not Applicable,0,0,No
0,10,68.5,56.2,52.6,574.8,1,Not Applicable,0,0,No
0,9,79.3,74.5,66.9,3448.6,1,Not Applicable,0,0,No
1,16,65.0,61.9,58.6,3588.6,1,Not Applicable,0,0,Yes
0,7,89.0,71.2,57.9,991.8,1,Paid,0,1,No
0,18,69.5,67.6,72.8,340.8,1,Not Applicable,0,0,Yes
1,12,84.3,86.4,84.2,629.5,1,Paid,0,1,No
1,10,84.9,74.5,81.7,1222.6,1,Paid,0,1,No
1,13,90.6,75.5,91.5,112.9,1,Unpaid,0,1,No
1,10,56.1,38.3,56.4,306.2,0,Not Applicable,0,0,Yes
1,13,59.0,52.1,59.1,1276.7,1,Not Applicable,0,0,No
1,6,66.4,53.1,55.9,4975.6,1,Partial,0,1,No
1,14,87.3,74.8,70.9,182.0,1,Partial,0,1,No
1,14,99.6,79.1,75.9,1091.6,1,Not Applicable,0,0,No
0,9,68.0,57.4,67.2,6527.0,0,Not Applicable,0,0,Yes
1,11,87.6,54.4,64.9,1813.1,1,Not Applicable,0,0,Yes
0,18,65.9,46.8,51.4,4872.4,1,Not Applicable,0,0,Yes
1,11,65.0,53.4,61.5,8409.2,0,Paid,0,1,No
0,12,73.2,66.6,70.5,2324.6,0,Not Applicable,0,0,No
1,13,81.3,79.8,87.1,795.8,1,Not Applicable,0,0,No
1,7,73.6,52.7,64.7,10744.2,1,Paid,0,1,No
1,12,68.8,57.8,49.6,1492.2,1,Paid,0,1,No
1,6,91.5,76.0,93.2,1066.2,1,Partial,1,1,No
1,10,96.8,88.4,87.7,656.3,1,Not Applicable,1,0,No
0,15,69.9,55.1,66.9,1053.3,1,Not Applicable,0,0,No
1,7,57.7,40.3,43.7,2552.6,1,Partial,1,1,Yes
0,8,87.5,89.5,93.1,743.3,1,Paid,0,1,No
1,14,100.0,100.0,100.0,1278.5,1,Paid,0,1,No
0,7,56.5,39.0,43.9,696.9,0,Not Applicable,0,0,No
0,13,48.8,33.0,42.7,1274.7,1,Paid,0,1,No
1,11,78.8,68.3,64.6,563.4,1,Not Applicable,1,0,No
1,13,74.2,60.1,68.1,4696.8,1,Not Applicable,0,0,Yes
1,9,83.8,74.6,75.5,3007.9,1,Not Applicable,1,0,No
1,15,71.3,61.9,61.1,1352.6,1,Not Applicable,0,0,No
0,18,54.6,55.1,52.4,9927.2,1,Partial,0,1,Yes
1,12,65.5,60.4,62.4,2501.6,0,Partial,0,1,No
1,15,75.0,64.0,84.9,2485.2,1,Not Applicable,0,0,No
0,16,59.9,55.5,64.7,2213.2,1,Not Applicable,1,0,No
0,15,73.3,58.6,65.2,1669.4,0,Not Applicable,0,0,No
0,8,92.5,98.7,100.0,629.9,1,Not Applicable,0,0,No
1,16,64.2,54.2,59.5,1373.7,1,Not Applicable,0,0,No
0,10,80.9,69.7,65.4,3829.4,1,Not Applicable,0,0,No
0,11,55.8,38.4,45.9,733.2,1,Paid,0,1,Yes
0,14,75.4,65.4,68.4,3472.1,1,Paid,0,1,Yes
1,10,81.9,75.2,66.1,136.4,0,Paid,0,1,No
1,13,74.6,63.4,69.6,2117.2,1,Paid,0,1,No
1,14,75.1,66.9,71.7,2062.8,1,Paid,0,1,Yes
0,15,80.1,72.9,74.4,2451.1,1,Paid,0,1,No
0,12,80.9,56.5,55.9,5264.6,1,Not Applicable,0,0,Yes
0,18,74.8,51.8,54.4,2822.2,1,Not Applicable,0,0,No
1,13,89.3,75.5,99.1,2891.3,1,Not Applicable,0,0,No
0,16,63.9,68.6,59.2,1592.9,0,Paid,0,1,Yes
0,10,66.0,60.5,64.2,734.1,0,Partial,0,1,Yes
1,6,50.2,44.6,39.2,7654.3,0,Not Applicable,0,0,Yes
0,9,80.6,60.8,74.9,1251.6,1,Not Applicable,1,0,No
1,15,65.7,50.3,56.9,3297.3,1,Paid,1,1,No
0,10,86.0,57.1,65.5,4467.7,1,Not Applicable,0,0,No
1,14,80.3,71.8,68.4,3200.8,1,Paid,1,1,No
0,9,68.2,65.1,66.7,283.5,0,Unpaid,0,1,No
0,12,78.7,80.6,67.7,3342.2,0,Not Applicable,0,0,No
0,14,61.7,40.2,50.3,422.1,0,Paid,0,1,No
1,15,69.3,90.5,79.6,1115.0,1,Partial,0,1,No
1,11,58.6,57.1,49.4,1559.9,1,Partial,1,1,No
0,15,66.5,65.7,61.4,1862.3,1,Paid,0,1,No
1,15,71.0,62.7,60.2,2128.6,1,Not Applicable,0,0,No
1,10,94.2,67.8,82.4,685.5,1,Paid,0,1,No
1,8,75.5,58.0,65.2,2689.4,1,Unpaid,0,1,Yes
1,8,71.8,62.5,64.7,1373.6,1,Not Applicable,0,0,No
0,7,67.4,42.8,52.4,1030.6,1,Not Applicable,1,0,No
1,10,66.3,58.9,61.6,2773.4,1,Paid,0,1,No
1,14,58.6,51.6,57.6,7696.2,1,Not Applicable,0,0,Yes
0,12,87.4,65.5,70.7,1551.8,1,Not Applicable,0,0,No
0,14,75.3,61.2,55.2,1927.8,0,Not Applicable,1,0,Yes
1,17,66.2,48.1,56.5,621.2,1,Not Applicable,0,0,No
1,10,93.5,91.3,92.1,1865.1,1,Paid,0,1,No
1,7,71.8,51.3,62.5,550.0,1,Paid,1,1,No
1,5,79.7,77.8,90.9,1044.8,1,Not Applicable,0,0,No
1,18,67.3,51.7,60.7,2682.0,1,Not Applicable,1,0,No
0,13,84.9,76.8,79.8,7676.0,1,Paid,1,1,No
0,6,90.5,83.6,85.4,1066.8,1,Not Applicable,0,0,No
0,10,68.8,68.0,51.8,5257.4,1,Paid,0,1,No
0,16,66.7,45.5,47.4,4080.0,1,Not Applicable,0,0,No
0,9,65.7,58.4,36.3,1829.9,0,Not Applicable,0,0,No
0,13,79.4,67.6,75.0,111.9,1,Paid,0,1,No
1,16,53.0,58.3,51.3,1182.9,0,Partial,0,1,Yes
1,14,78.8,72.7,81.0,2962.0,1,Not Applicable,0,0,No
1,5,100.0,88.9,95.8,937.8,1,Paid,0,1,No
1,14,75.3,73.7,57.4,4206.6,1,Not Applicable,1,0,No
0,11,69.7,75.9,76.2,904.4,1,Not Applicable,0,0,Yes
1,9,72.8,65.1,71.1,1195.2,1,Not Applicable,0,0,No
0,16,58.8,51.1,55.6,7181.9,1,Paid,0,1,Yes
0,9,92.4,73.8,78.1,2959.5,1,Not Applicable,0,0,No
1,14,57.8,74.7,60.7,425.3,1,Not Applicable,0,0,Yes
0,14,70.0,68.3,67.8,2626.1,0,Paid,0,1,No
0,14,98.6,87.1,85.6,2054.3,0,Partial,0,1,No
0,17,74.0,58.3,61.4,4367.2,0,Not Applicable,0,0,Yes
1,11,73.6,58.2,57.0,759.7,0,Not Applicable,0,0,No
1,16,68.2,64.4,61.3,2286.8,1,Not Applicable,0,0,Yes
0,14,81.5,73.4,81.0,697.6,1,Not Applicable,0,0,No
1,9,58.4,33.5,48.4,4100.1,1,Paid,1,1,Yes
0,6,79.3,65.1,80.6,1768.2,1,Paid,1,1,No
0,14,72.0,72.7,67.7,4324.3,1,Not Applicable,0,0,No
0,9,65.6,50.0,51.2,1912.6,0,Not Applicable,0,0,No
1,5,66.8,53.6,59.0,7547.0,1,Paid,0,1,No
0,10,75.5,78.2,68.7,597.8,1,Not Applicable,0,0,No
1,14,74.8,55.1,55.3,1261.6,1,Not Applicable,1,0,No
0,7,81.7,66.8,56.7,1697.2,1,Not Applicable,1,0,No
0,10,54.6,51.5,45.8,4147.0,0,Not Applicable,0,0,Yes
1,12,74.0,77.7,76.2,111.9,1,Not Applicable,0,0,No
0,16,67.3,61.8,56.8,2733.4,1,Not Applicable,1,0,No
0,8,75.9,76.7,66.5,175.6,0,Not Applicable,0,0,No
0,10,64.5,59.6,67.3,910.6,1,Not Applicable,0,0,Yes
1,7,62.2,49.7,65.7,1621.1,0,Not Applicable,0,0,Yes
1,6,83.1,89.4,78.6,2861.2,1,Not Applicable,0,0,No
0,12,69.3,71.6,62.1,456.4,1,Not Applicable,0,0,No
0,15,68.4,68.4,69.4,502.4,1,Partial,0,1,No
0,10,85.6,52.5,71.8,2321.5,1,Paid,0,1,Yes
0,11,86.1,70.5,71.7,344.2,1,Paid,0,1,No
1,17,63.6,43.8,54.7,1005.4,0,Not Applicable,0,0,Yes
1,6,55.3,54.3,57.5,1409.8,1,Paid,1,1,No
1,13,79.7,63.1,64.9,1718.4,1,Partial,1,1,No
0,6,75.3,79.4,73.8,384.5,1,Paid,0,1,No
1,16,84.8,70.6,70.7,1321.8,1,Not Applicable,0,0,No
1,10,100.0,83.0,100.0,425.1,1,Not Applicable,0,0,No
1,10,71.7,62.1,69.6,1619.6,1,Not Applicable,1,0,No
1,7,84.1,72.7,82.8,2331.3,1,Not Applicable,0,0,No
1,8,68.3,61.3,59.8,3483.9,1,Not Applicable,0,0,No
1,9,75.6,63.8,61.5,1369.0,1,Paid,0,1,No
0,17,74.3,63.0,76.1,5934.9,1,Paid,0,1,No
1,10,73.6,67.6,72.4,808.3,1,Partial,0,1,Yes
0,16,84.1,62.8,69.8,3786.4,1,Not Applicable,0,0,No
1,12,83.4,75.6,82.6,930.6,1,Not Applicable,1,0,No
1,9,83.8,81.3,84.6,2063.6,0,Paid,0,1,No
1,13,78.0,81.9,66.2,1287.6,1,Not Applicable,0,0,No
0,7,84.7,72.0,66.2,168.7,0,Not Applicable,0,0,No
0,11,65.6,45.8,46.9,667.0,1,Not Applicable,0,0,No
0,13,83.8,80.5,85.6,1314.5,1,Paid,0,1,No
1,16,73.9,70.9,69.3,281.6,1,Not Applicable,1,0,No
1,10,93.8,74.2,69.0,554.2,1,Not Applicable,0,0,No
1,8,86.1,72.9,75.6,866.6,1,Paid,0,1,No
0,14,89.3,66.1,74.5,1054.8,1,Paid,0,1,No
1,11,80.7,69.9,86.3,1198.4,1,Paid,0,1,No
1,18,74.4,45.7,69.5,242.6,1,Not Applicable,1,0,No
0,8,79.9,52.1,57.4,4914.2,1,Paid,1,1,No
1,6,72.5,62.2,55.5,1297.6,1,Not Applicable,0,0,Yes
1,14,86.4,82.5,86.3,729.9,1,Unpaid,0,1,No
1,15,81.0,75.3,55.6,102.1,1,Not Applicable,0,0,No
1,8,71.3,60.7,62.3,808.7,0,Paid,0,1,Yes
0,12,89.1,70.8,86.2,439.2,1,Not Applicable,0,0,No
1,6,65.1,68.9,73.2,186.8,1,Not Applicable,1,0,No
1,11,53.7,58.8,59.1,138.6,0,Partial,0,1,Yes
1,7,69.6,83.7,70.7,5694.1,1,Not Applicable,0,0,No
1,9,79.1,75.5,66.5,404.3,1,Not Applicable,0,0,No
1,15,86.9,80.1,82.0,2657.3,0,Not Applicable,0,0,No
0,12,67.2,62.1,57.7,4652.3,1,Not Applicable,1,0,No
1,17,87.6,78.4,66.7,1563.8,1,Not Applicable,1,0,No
0,13,88.3,62.6,70.4,626.7,1,Not Applicable,1,0,No
0,11,74.9,54.1,71.8,671.3,0,Not Applicable,0,0,No
0,18,94.3,86.3,81.2,2240.9,1,Paid,0,1,No
1,7,76.2,63.2,62.9,2554.9,1,Paid,0,1,No
1,15,69.5,62.4,84.3,17308.5,1,Not Applicable,0,0,No
0,10,83.4,69.9,74.4,6990.4,1,Paid,0,1,No
0,7,89.8,73.1,78.2,251.2,1,Paid,0,1,No
1,9,100.0,80.1,87.5,1397.1,1,Not Applicable,1,0,No
1,17,80.3,83.4,85.7,1480.8,1,Not Applicable,0,0,No
1,11,57.5,44.7,42.8,2412.3,0,Not Applicable,0,0,Yes
0,17,69.0,58.4,67.6,3232.6,0,Paid,0,1,Yes
0,7,92.0,84.7,91.2,2822.6,1,Paid,0,1,No
0,16,75.7,71.1,74.5,5649.5,0,Not Applicable,0,0,Yes
0,16,58.9,55.3,55.8,3096.4,1,Paid,1,1,No
0,7,77.5,49.9,63.9,939.8,1,Not Applicable,0,0,Yes
0,13,66.3,56.2,56.9,416.0,1,Partial,0,1,Yes
0,11,77.2,79.4,80.0,2317.5,1,Partial,0,1,No
0,18,71.7,63.6,70.5,913.8,1,Not Applicable,0,0,No
1,8,62.9,59.6,54.0,1158.1,1,Not Applicable,0,0,No
0,7,64.5,63.8,57.8,3322.7,0,Paid,0,1,Yes
0,5,90.9,83.3,93.8,1933.0,1,Partial,0,1,No
1,12,68.7,57.2,57.6,3431.9,0,Paid,0,1,No
1,11,79.5,86.6,80.3,1574.9,1,Paid,1,1,No
1,11,74.9,66.1,68.6,1964.6,1,Paid,0,1,No
1,11,80.8,64.6,65.5,3780.9,0,Not Applicable,0,0,No
1,7,69.5,78.9,70.2,1292.3,0,Paid,0,1,No
1,12,76.0,89.4,82.3,298.4,0,Not Applicable,0,0,No
1,8,85.1,64.2,65.7,1570.6,1,Paid,0,1,No
1,9,75.0,68.4,60.0,4082.4,1,Unpaid,0,1,No
1,14,75.5,78.4,83.1,862.2,1,Paid,1,1,No
0,18,85.5,72.2,76.1,7527.6,0,Paid,0,1,No
1,8,84.7,77.5,80.5,3358.7,1,Paid,0,1,No
1,10,71.3,43.2,57.0,2307.1,1,Not Applicable,0,0,No
1,15,100.0,77.7,83.2,2668.1,1,Partial,0,1,No
0,11,94.9,70.7,88.0,2921.6,1,Not Applicable,1,0,No
0,6,76.0,59.0,61.6,6090.5,1,Not Applicable,0,0,Yes
1,7,76.9,68.9,71.5,980.2,1,Not Applicable,0,0,No
0,12,61.9,49.3,37.9,451.7,0,Paid,0,1,Yes
1,14,82.9,79.7,82.3,926.5,1,Paid,1,1,No
1,14,58.7,40.3,40.8,3597.8,1,Not Applicable,0,0,Yes
1,8,68.2,61.1,56.1,399.4,0,Not Applicable,0,0,No
1,10,60.5,59.3,55.5,6852.8,0,Not Applicable,0,0,Yes
1,17,64.1,65.0,54.2,1499.9,0,Not Applicable,0,0,Yes
1,10,82.4,77.3,65.6,2906.2,1,Not Applicable,1,0,No
1,17,69.8,59.3,57.5,629.1,1,Not Applicable,1,0,No
1,9,100.0,96.2,96.6,2283.0,1,Not Applicable,0,0,No
1,15,65.3,58.3,60.8,1606.7,1,Paid,0,1,No
1,7,66.1,50.4,47.9,1386.3,1,Not Applicable,1,0,No
1,9,85.6,74.6,82.6,554.4,1,Paid,0,1,No
0,7,56.9,53.4,52.1,1315.6,1,Not Applicable,0,0,No
0,13,78.7,71.3,56.5,1563.7,1,Not Applicable,0,0,No
0,6,83.8,68.5,65.5,1248.5,1,Not Applicable,0,0,No
0,11,80.8,53.4,56.7,454.1,1,Paid,1,1,No
1,6,76.1,65.4,76.1,1115.5,0,Not Applicable,0,0,No
0,10,74.2,51.7,60.9,844.8,1,Not Applicable,0,0,No
1,8,77.5,72.9,68.2,8102.3,1,Not Applicable,0,0,Yes
0,14,100.0,100.0,94.9,983.3,1,Not Applicable,0,0,No
0,17,92.7,82.7,80.6,1642.7,1,Paid,0,1,No
0,7,81.4,81.0,79.9,6561.2,1,Not Applicable,0,0,No
1,15,83.1,72.1,70.5,6239.8,1,Paid,0,1,No
0,6,86.4,74.2,83.6,1817.4,1,Paid,1,1,No
0,13,68.5,65.6,68.4,724.5,1,Paid,0,1,Yes
1,7,97.2,86.8,100.0,204.3,1,Unpaid,1,1,No
0,16,76.2,65.0,55.4,126.2,0,Paid,0,1,No
0,12,91.1,90.5,89.0,1399.6,1,Paid,1,1,No
1,15,82.5,76.1,81.4,5704.1,1,Paid,1,1,No
0,10,86.3,69.7,65.6,2183.0,1,Not Applicable,0,0,No
0,7,86.1,68.0,74.1,786.0,1,Partial,0,1,No
0,15,82.4,73.3,66.5,993.6,1,Not Applicable,0,0,No
0,11,74.6,62.3,50.9,3103.5,1,Paid,0,1,No
1,12,100.0,100.0,78.9,1573.1,1,Not Applicable,0,0,No
0,8,98.0,78.5,72.9,352.4,1,Partial,0,1,No
1,10,78.5,76.6,77.0,1749.9,1,Not Applicable,0,0,No
1,11,90.0,94.6,90.4,1498.5,1,Paid,0,1,No
0,7,90.1,73.2,88.2,4000.0,1,Not Applicable,0,0,No
1,6,78.6,68.0,70.5,1488.2,1,Partial,1,1,Yes
0,8,47.4,34.7,46.9,1420.9,1,Not Applicable,0,0,No
0,12,62.5,71.8,57.8,2294.1,1,Paid,0,1,No
0,9,84.4,73.1,66.7,492.9,1,Not Applicable,0,0,No
0,15,62.0,51.7,48.9,1938.4,1,Not Applicable,0,0,No
1,9,85.1,83.2,73.4,197.1,0,Paid,0,1,No
0,15,72.1,70.2,76.7,6465.0,1,Not Applicable,0,0,No
1,8,70.9,53.6,49.9,3632.1,1,Not Applicable,0,0,Yes
1,17,56.4,58.0,49.9,4340.3,0,Paid,0,1,Yes
0,14,95.7,93.5,89.5,2728.5,1,Paid,0,1,No
1,9,82.4,75.0,81.1,355.0,1,Not Applicable,0,0,No
1,12,64.9,58.8,62.5,4601.4,1,Not Applicable,0,0,Yes
0,16,71.7,47.6,57.9,539.2,1,Paid,0,1,Yes
0,9,73.6,65.8,69.2,213.2,1,Not Applicable,0,0,No
0,11,85.3,60.5,82.5,545.8,1,Not Applicable,0,0,No
0,12,47.8,51.0,40.9,1268.2,1,Paid,1,1,Yes
1,10,90.1,79.6,88.4,5617.3,1,Not Applicable,0,0,No
0,10,48.6,41.1,53.8,7207.0,0,Paid,0,1,Yes
1,14,62.1,53.6,56.9,1238.9,1,Not Applicable,0,0,Yes
1,8,78.4,70.0,70.8,3457.5,0,Not Applicable,0,0,Yes
1,13,71.2,50.5,56.6,979.3,1,Not Applicable,1,0,No
0,16,87.0,85.2,66.3,2122.4,1,Not Applicable,0,0,No
0,15,61.7,56.3,64.1,544.3,1,Not Applicable,0,0,No
0,18,76.7,69.7,66.2,1432.9,1,Not Applicable,1,0,No
0,16,81.4,71.9,73.3,1046.6,1,Paid,0,1,No
1,14,77.7,88.5,82.6,2885.4,1,Not Applicable,0,0,No
0,12,68.3,66.2,62.0,1631.9,1,Paid,0,1,Yes
0,11,83.1,75.5,81.2,3371.5,1,Paid,0,1,No
0,14,67.2,71.3,69.3,542.0,0,Not Applicable,0,0,No
1,13,51.8,44.7,46.5,2558.3,1,Paid,0,1,Yes
1,8,87.5,72.5,72.6,1980.5,1,Not Applicable,0,0,No
0,12,84.2,75.5,70.5,4129.1,1,Unpaid,0,1,No
0,16,66.6,66.8,66.5,1120.7,1,Not Applicable,0,0,No
0,7,71.7,64.2,69.9,2975.3,1,Paid,0,1,No
1,12,100.0,83.8,85.6,4803.6,1,Not Applicable,0,0,No
1,17,80.0,61.3,69.9,1126.3,1,Paid,0,1,Yes
1,6,48.1,36.8,36.1,581.1,0,Paid,0,1,Yes
1,16,73.1,64.4,70.2,2051.4,1,Not Applicable,0,0,No
0,13,76.6,60.1,66.8,1361.9,1,Unpaid,0,1,No
0,16,73.5,69.8,67.9,743.0,1,Paid,1,1,No
1,11,51.5,53.9,46.2,405.2,0,Not Applicable,0,0,Yes
0,5,67.7,58.0,71.0,1482.2,1,Not Applicable,1,0,No
1,17,76.5,64.1,71.0,2590.4,1,Not Applicable,0,0,No
0,17,80.3,75.6,77.0,1003.9,1,Not Applicable,0,0,No
0,6,97.6,91.5,83.7,436.1,1,Not Applicable,0,0,No
1,16,76.6,61.3,85.5,2118.5,1,Partial,0,1,No
0,9,64.9,64.9,58.8,1422.2,1,Not Applicable,0,0,No
0,13,84.8,76.1,81.3,2011.6,0,Paid,0,1,No
0,11,42.9,42.1,41.6,1415.0,0,Paid,0,1,Yes
1,10,69.5,80.1,75.5,1176.1,1,Paid,0,1,Yes
0,13,98.4,79.0,68.8,1817.9,1,Not Applicable,0,0,No
0,7,67.7,71.7,64.6,337.5,1,Not Applicable,1,0,Yes
1,10,93.7,87.6,91.5,878.0,1,Not Applicable,0,0,No
0,8,89.0,75.4,74.3,1410.5,1,Not Applicable,0,0,No
1,16,50.7,39.5,39.5,7674.4,1,Paid,0,1,Yes
0,12,73.4,59.8,79.5,852.9,0,Unpaid,0,1,Yes
1,11,50.7,42.6,47.9,9381.2,0,Paid,0,1,Yes
0,16,75.3,65.0,68.9,5984.1,1,Not Applicable,1,0,No
1,14,55.8,61.2,61.7,749.3,1,Paid,0,1,Yes
1,15,87.2,71.6,69.1,2607.6,1,Paid,0,1,No
1,13,86.2,74.7,82.1,895.0,1,Not Applicable,0,0,No
0,9,59.2,33.5,55.7,122.4,1,Partial,0,1,Yes
0,16,72.7,67.4,55.2,457.0,1,Not Applicable,0,0,No
1,12,64.9,60.7,62.7,2351.8,0,Paid,0,1,Yes
0,7,77.2,49.9,66.0,577.7,0,Not Applicable,0,0,Yes
0,12,50.3,28.3,42.6,2850.7,0,Paid,1,1,Yes
1,6,92.2,70.0,67.4,1232.8,1,Paid,0,1,No
0,10,86.7,77.9,64.1,2171.0,1,Not Applicable,0,0,No
1,11,76.2,57.5,66.9,3136.3,0,Not Applicable,0,0,No
0,17,70.1,73.2,65.5,1342.0,0,Partial,0,1,No
1,18,72.8,61.4,60.1,1903.1,1,Not Applicable,0,0,No
1,17,64.3,44.8,48.2,329.0,0,Not Applicable,0,0,Yes
0,11,62.4,61.5,67.9,376.9,1,Not Applicable,0,0,No
1,12,81.9,79.1,69.0,5513.1,1,Partial,0,1,No
0,18,89.5,89.9,81.1,246.1,1,Not Applicable,0,0,No
1,9,58.3,37.3,48.6,1722.2,0,Not Applicable,0,0,Yes
1,10,78.2,60.4,70.1,1720.1,1,Not Applicable,0,0,No
0,10,62.2,62.0,57.6,851.6,1,Paid,0,1,No
1,13,83.1,78.2,71.6,3011.2,1,Not Applicable,0,0,No
0,7,91.3,80.6,76.2,1112.9,1,Paid,0,1,No
1,5,70.1,63.3,55.4,1472.1,1,Not Applicable,0,0,Yes
0,9,88.3,82.3,78.2,1976.9,1,Not Applicable,1,0,No
1,17,71.1,60.3,63.5,593.7,0,Paid,0,1,Yes
1,18,81.3,54.0,77.9,3344.9,1,Not Applicable,0,0,No
0,16,67.8,47.6,62.3,2322.7,0,Not Applicable,0,0,Yes
1,10,73.9,66.5,58.5,1005.3,0,Not Applicable,0,0,No
0,16,41.5,33.1,30.0,3601.7,1,Not Applicable,0,0,Yes
0,13,82.0,82.4,92.6,3229.6,1,Not Applicable,0,0,No
0,8,88.7,78.6,79.2,1814.5,1,Paid,0,1,No
0,7,53.4,45.5,53.2,9496.6,1,Not Applicable,0,0,Yes
0,13,91.6,81.4,88.3,2015.2,1,Not Applicable,0,0,No
1,8,91.5,71.8,93.9,7217.4,1,Not Applicable,1,0,No
0,10,75.3,56.8,84.6,487.2,1,Not Applicable,1,0,No
0,14,66.6,40.0,73.4,2398.0,1,Not Applicable,1,0,Yes
0,13,75.7,78.1,59.4,1442.8,1,Not Applicable,0,0,Yes
1,15,60.4,46.0,54.9,630.6,0,Paid,0,1,No
1,11,68.9,57.1,64.4,2839.9,1,Not Applicable,0,0,No
0,16,79.6,65.7,72.8,2183.6,0,Not Applicable,0,0,No
1,11,62.7,48.9,54.3,767.2,0,Paid,0,1,Yes
1,16,84.7,59.0,86.5,4523.3,1,Paid,0,1,No
1,16,93.6,74.3,100.0,743.6,1,Paid,1,1,No
0,16,88.3,76.5,83.0,3419.3,1,Paid,0,1,No
0,13,72.0,74.3,81.4,761.5,0,Not Applicable,0,0,No
1,7,48.1,43.7,52.5,8034.4,1,Paid,0,1,Yes
1,15,100.0,92.2,92.1,2554.9,0,Partial,0,1,No
0,13,78.8,72.7,90.7,4692.0,1,Partial,1,1,No
0,7,65.0,51.8,55.1,3013.5,1,Not Applicable,1,0,Yes
1,7,83.4,74.1,78.8,4888.4,1,Paid,1,1,No
1,10,99.9,85.5,72.6,4342.1,1,Not Applicable,0,0,No
1,11,68.9,50.7,51.0,4531.6,1,Not Applicable,0,0,Yes
0,12,71.9,50.6,40.8,3060.2,1,Paid,0,1,No
0,5,61.6,39.4,61.0,207.7,1,Not Applicable,1,0,No
0,7,98.6,80.8,88.3,799.9,1,Not Applicable,1,0,No
0,15,72.2,55.6,59.0,6364.8,1,Not Applicable,0,0,Yes
0,7,76.1,72.5,65.4,179.0,1,Paid,0,1,No
1,13,75.2,59.7,61.6,405.4,1,Not Applicable,0,0,Yes
1,17,70.1,70.2,60.9,852.6,1,Not Applicable,1,0,No
1,9,73.5,67.0,80.4,1609.1,1,Not Applicable,0,0,No
0,11,76.3,70.6,71.7,400.7,1,Not Applicable,0,0,No
0,8,64.1,67.3,71.8,2557.1,1,Not Applicable,0,0,No
0,16,60.0,47.4,60.3,411.2,0,Not Applicable,0,0,Yes
0,5,83.9,75.5,70.4,377.4,1,Paid,1,1,No
1,6,66.9,70.1,76.8,625.4,0,Not Applicable,0,0,No
0,14,69.2,59.3,62.9,3221.5,1,Unpaid,0,1,Yes
0,9,74.4,49.0,63.5,1255.8,1,Paid,0,1,No
0,17,86.2,72.3,81.6,885.7,1,Not Applicable,0,0,No
0,8,73.8,74.8,82.1,1474.8,0,Not Applicable,0,0,No
1,10,86.6,75.7,62.8,201.9,1,Not Applicable,1,0,No
0,6,89.9,82.0,85.6,2823.3,1,Not Applicable,1,0,Yes
1,8,82.8,59.5,63.6,983.1,0,Not Applicable,0,0,No
1,8,76.8,65.5,61.4,5012.4,1,Partial,1,1,No
0,17,71.2,60.5,77.5,1202.8,1,Not Applicable,0,0,No
0,12,86.7,71.0,78.6,2185.0,1,Not Applicable,0,0,No
1,15,91.8,81.9,75.5,1350.0,1,Not Applicable,0,0,No
1,9,73.0,63.8,64.1,4408.2,1,Not Applicable,0,0,No
0,10,78.8,60.9,73.6,5061.5,1,Paid,1,1,No
0,10,59.1,40.1,52.8,3312.5,1,Paid,1,1,No
0,14,76.1,74.2,68.0,147.5,0,Paid,0,1,No
0,15,91.6,86.8,88.1,251.8,1,Paid,0,1,No
0,7,91.5,84.5,80.1,2945.4,1,Partial,0,1,No
0,8,64.7,49.8,49.3,5194.2,1,Not Applicable,0,0,No
0,11,53.8,38.3,52.2,777.4,1,Not Applicable,0,0,No
0,15,65.8,67.9,68.0,2746.4,1,Not Applicable,0,0,No
0,6,77.8,66.4,76.4,2772.5,1,Partial,0,1,No
1,5,75.3,56.3,59.3,3944.6,1,Paid,0,1,No
1,17,76.3,68.1,58.7,334.4,1,Not Applicable,0,0,Yes
